îNåéì˙,éûçèÉRÅ[Éh,îÑÇËì¸éDó (kWh),îÉÇ¢ì¸éDó (kWh),ñÒíËëçó (kWh),ÉVÉXÉeÉÄÉvÉâÉCÉX(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåñk(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåãû(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜïî(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkó§(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXä÷êº(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXélçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXã„èB(â~/kWh),,ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøè„å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøâ∫å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøë¨ïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),ÉøämïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),,âÒîâ¬î\å¥âøëSçëíl(â~/kWh),âÒîâ¬î\å¥âøñkäCìπ(â~/kWh),âÒîâ¬î\å¥âøìåñk(â~/kWh),âÒîâ¬î\å¥âøìåãû(â~/kWh),âÒîâ¬î\å¥âøíÜïî(â~/kWh),âÒîâ¬î\å¥âøñkó§(â~/kWh),âÒîâ¬î\å¥âøä÷êº(â~/kWh),âÒîâ¬î\å¥âøíÜçë(â~/kWh),âÒîâ¬î\å¥âøélçë(â~/kWh),âÒîâ¬î\å¥âøã„èB(â~/kWh),,îÑÇËÉuÉçÉbÉNì¸éDëçó (kWh),îÑÇËÉuÉçÉbÉNñÒíËëçó (kWh),îÉÇ¢ÉuÉçÉbÉNì¸éDëçó (kWh),îÉÇ¢ÉuÉçÉbÉNñÒíËëçó (kWh),,FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjëSçëíl(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjñkäCìπ(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåñk(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåãû(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜïî(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjñkó§(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjä÷êº(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjélçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjã„èB(â~/kWh)
2021/04/02,12,22495500,18803700,15727550,5.63,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,5.63,,5.64,507.27,0.00,5.64,5.64,,5.64,6.34,6.34,6.34,6.37,6.34,6.34,6.34,6.34,5.63,,8260200,2200500,2371300,1671800,,5.64,6.34,6.33,6.34,6.35,6.33,6.35,6.33,6.34,5.63
2021/04/02,13,23156350,18979000,15877900,5.63,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.63,,5.64,507.40,0.00,5.64,5.46,,5.64,5.69,5.76,5.69,5.70,5.69,5.69,5.69,5.69,5.63,,8671100,1985850,2293850,1594250,,5.64,5.69,5.69,5.70,5.72,5.69,5.70,5.68,5.69,5.63
2021/04/02,14,23495400,19052700,15926450,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,,5.54,506.82,0.00,5.54,5.37,,5.54,5.54,5.60,5.54,5.54,5.54,5.54,5.54,5.54,5.54,,8874500,1814050,2208500,1509750,,5.54,5.54,5.54,5.54,5.59,5.54,5.54,5.53,5.54,5.54
2021/04/02,15,24738600,19030450,16149600,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,,5.44,506.82,0.00,5.56,5.29,,5.44,5.44,5.47,5.44,5.44,5.44,5.44,5.44,5.44,5.44,,9251900,1644050,2079300,1454750,,5.44,5.44,5.44,5.45,5.44,5.44,5.44,5.43,5.44,5.44
2021/04/02,16,25936650,19358300,16774450,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,,5.44,506.82,0.00,5.40,5.19,,5.44,5.44,5.47,5.44,5.44,5.44,5.44,5.44,5.44,5.44,,9828350,1779700,1966000,1628200,,5.44,5.44,5.44,5.44,5.45,5.44,5.44,5.43,5.44,5.44
2021/04/02,17,27283500,20047900,17557350,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,,5.43,506.81,0.00,5.43,5.16,,5.43,5.43,5.44,5.43,5.43,5.43,5.43,5.43,5.43,5.43,,10254650,1917700,2079150,1767150,,5.43,5.43,5.43,5.43,5.43,5.42,5.43,5.43,5.43,5.43
2021/04/02,18,28498550,20450800,18103400,5.30,4.49,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,,5.30,506.81,0.00,5.30,4.96,,5.30,4.49,5.36,5.34,5.34,5.34,5.34,5.34,5.34,5.34,,10749350,2023400,2032700,1721200,,5.30,4.49,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34
2021/04/02,19,29637050,20617600,18472650,5.04,4.43,4.43,5.04,4.96,4.96,4.96,4.96,4.96,4.96,,5.04,506.49,0.00,5.30,4.96,,5.04,4.43,4.45,5.04,4.96,4.96,4.96,4.96,4.89,4.96,,11374150,2036750,2023350,1711850,,5.04,4.43,4.42,5.05,4.96,4.95,4.96,4.94,4.96,4.96
2021/04/02,20,30534850,20729650,18489400,4.95,4.22,4.22,5.04,4.42,4.42,4.42,4.42,4.42,4.42,,4.95,506.49,0.00,4.95,4.72,,4.95,4.22,4.24,5.04,4.42,4.42,4.42,4.42,4.38,4.42,,11719450,1916350,2256350,1744850,,4.95,4.22,4.21,5.04,4.42,4.42,4.42,4.41,4.42,4.42
2021/04/02,21,30908850,20603800,18480100,4.64,4.21,4.21,5.04,4.24,4.24,4.24,4.24,4.24,4.24,,4.63,504.54,0.00,4.85,4.63,,4.63,4.21,4.19,5.04,4.24,4.24,4.24,4.24,4.20,4.24,,11747100,1647250,2207700,1708700,,4.63,4.21,4.20,5.04,4.24,4.23,4.24,4.22,4.24,4.24
2021/04/02,22,31233250,20620850,18715600,4.34,4.25,4.25,5.04,4.03,4.03,4.03,4.03,4.03,4.03,,4.33,503.68,0.00,4.63,4.41,,4.33,4.25,4.23,5.04,4.01,4.03,4.03,4.02,4.03,4.03,,11640300,1557250,2207050,1758050,,4.33,4.25,4.24,5.04,4.03,4.02,4.03,4.00,4.03,4.03
2021/04/02,23,32185400,20446250,18753450,4.09,4.26,4.26,4.65,4.01,4.01,4.01,4.01,4.01,0.01,,4.09,505.88,0.00,4.36,4.36,,4.09,4.26,4.23,4.65,4.01,4.01,4.00,4.01,4.01,0.02,,11975000,1482050,2381200,1781200,,4.09,4.26,4.24,4.65,4.01,4.00,4.01,3.99,4.01,0.01
2021/04/02,24,32479500,20306950,18615150,4.09,4.26,4.26,4.26,3.73,3.73,3.73,3.73,3.73,0.01,,4.09,506.39,0.00,4.30,4.26,,4.09,4.28,4.27,4.26,3.72,3.73,3.73,3.73,3.73,0.02,,12203750,1403900,2360500,1785000,,4.09,4.26,4.26,4.26,3.73,3.71,3.73,3.71,3.73,0.01
2021/04/02,25,33201450,18909100,18366800,1.00,3.62,3.62,3.62,3.55,3.55,3.55,3.55,3.55,0.01,,1.02,516.59,0.00,3.63,3.62,,1.02,3.61,3.65,3.61,3.53,3.55,3.54,3.55,3.55,0.01,,12566000,1328900,2231700,1756200,,1.02,3.62,3.62,3.61,3.55,3.53,3.55,3.52,3.55,0.01
2021/04/02,26,33436200,18810000,18276500,2.00,3.63,3.63,3.63,2.00,2.00,2.00,2.00,2.00,0.01,,2.01,509.03,0.00,3.59,2.01,,2.01,3.63,3.66,3.62,2.01,2.00,2.00,2.00,2.00,0.01,,12903850,1329800,2228150,1752650,,2.01,3.63,3.63,3.63,2.00,2.00,2.00,2.00,2.00,0.01
2021/04/02,27,32230700,20086000,18226050,4.26,4.29,4.29,4.72,4.02,4.02,4.02,4.02,4.02,4.02,,4.25,508.11,0.00,4.28,4.41,,4.25,4.29,4.26,4.72,4.00,4.02,4.02,4.02,4.02,4.02,,12785400,1412300,2132000,1706500,,4.25,4.29,4.28,4.72,4.02,4.01,4.02,3.99,4.02,4.02
2021/04/02,28,31629550,20188350,18043450,4.71,4.32,4.32,4.72,4.24,4.24,4.24,4.24,4.24,4.24,,4.70,508.23,0.00,4.95,5.03,,4.70,4.33,4.29,4.72,4.24,4.24,4.24,4.24,4.18,4.24,,12565800,1391200,2077500,1624950,,4.70,4.32,4.31,4.72,4.24,4.23,4.24,4.23,4.24,4.24
2021/04/02,29,30826400,20149350,17859700,4.93,5.03,5.03,5.03,4.28,4.28,4.28,4.28,4.28,4.28,,4.92,508.27,0.00,5.02,5.27,,4.92,5.01,5.02,5.03,4.28,4.28,4.28,4.28,4.19,4.28,,12157850,1437250,2046050,1645000,,4.92,5.02,5.02,5.03,4.28,4.27,4.28,4.27,4.28,4.28
2021/04/02,30,29557750,19981900,17436050,5.17,5.36,5.36,5.36,5.31,5.31,5.31,5.31,5.31,5.31,,5.17,509.31,0.00,5.56,5.63,,5.17,5.35,5.36,5.36,5.31,5.31,5.31,5.31,5.30,5.31,,11545750,1485900,2034350,1607300,,5.17,5.35,5.36,5.36,5.31,5.30,5.31,5.30,5.31,5.31
2021/04/02,31,28146400,19550300,17009750,5.35,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,,5.35,509.30,0.00,5.46,5.63,,5.35,5.44,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,,10668900,1503200,1720150,1514600,,5.35,5.44,5.46,5.46,5.46,5.44,5.46,5.45,5.46,5.46
2021/04/02,32,25299800,19626050,16807400,5.63,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,5.63,,5.63,509.31,0.00,7.40,7.37,,5.63,6.42,6.45,6.44,6.44,6.45,6.42,6.44,6.45,5.63,,8734400,1504200,1639750,1454250,,5.63,6.43,6.43,6.45,6.45,6.29,6.45,6.42,6.44,5.63
2021/04/02,33,24166200,20238800,17232300,5.63,7.06,7.06,7.06,5.68,5.68,5.68,5.68,5.68,5.63,,5.64,507.28,0.00,7.38,6.53,,5.64,7.04,7.07,7.05,5.68,5.69,5.66,5.68,5.68,5.63,,7648500,1718100,1702250,1415750,,5.64,7.05,7.04,7.06,5.68,5.62,5.68,5.67,5.68,5.63
2021/04/02,34,22660800,20146000,16998300,6.97,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,5.63,,6.97,504.58,0.00,7.85,7.41,,6.97,7.36,7.34,7.37,7.36,7.36,7.37,7.36,7.36,5.63,,6854250,1940350,1709950,1347250,,6.97,7.36,7.36,7.37,7.37,7.35,7.37,7.33,7.36,5.63
2021/04/02,35,22277150,20012750,16714000,6.45,7.22,7.22,7.22,7.18,7.18,7.18,7.18,7.18,5.63,,6.45,505.58,0.00,7.36,6.45,,6.45,7.22,7.22,7.22,7.17,7.18,7.18,7.05,7.18,5.63,,7131800,2138100,1863100,1340750,,6.45,7.22,7.20,7.22,7.18,7.05,7.18,7.15,7.17,5.63
2021/04/02,36,23015000,20784400,16774400,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,5.63,,7.36,506.37,0.00,7.43,7.36,,7.36,7.36,7.36,7.36,7.44,7.36,7.36,7.31,7.36,5.63,,7834300,2458600,2155750,1454750,,7.36,7.36,7.37,7.38,7.36,7.33,7.36,7.33,7.36,5.63
2021/04/02,37,22817600,21045150,16832900,7.37,7.37,7.37,7.37,7.12,7.12,7.12,7.12,7.12,7.12,,7.37,507.50,0.00,7.41,6.34,,7.37,7.37,7.37,7.35,7.19,7.12,7.12,7.11,7.12,7.12,,7835600,2711300,1969000,1254250,,7.37,7.37,7.37,7.38,7.12,7.07,7.12,7.10,7.12,7.12
2021/04/02,38,22815700,21316300,17180100,7.37,7.37,7.37,7.37,6.70,6.70,6.70,6.70,6.70,6.70,,7.37,508.63,0.00,7.41,6.04,,7.37,7.37,7.36,7.36,6.85,6.70,6.70,6.73,6.70,6.70,,7821550,2954750,1979000,1256750,,7.37,7.37,7.36,7.40,6.71,6.69,6.72,6.70,6.70,6.70
2021/04/02,39,22923150,21413750,17469750,6.45,7.29,7.29,7.29,6.34,6.34,6.34,6.34,6.34,6.34,,6.47,511.10,0.00,6.72,5.96,,6.47,7.29,7.29,7.28,6.44,6.34,6.34,6.43,6.34,6.34,,7890900,3213900,2027850,1303750,,6.47,7.29,7.29,7.30,6.36,6.32,6.34,6.33,6.34,6.36
2021/04/02,40,23031950,21546700,17674300,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,,6.46,510.31,0.00,6.05,5.74,,6.46,6.45,6.45,6.45,6.49,6.45,6.45,6.53,6.45,6.45,,7875400,3431400,2151350,1427250,,6.46,6.45,6.45,6.47,6.46,6.45,6.46,6.44,6.45,6.46
2021/04/02,41,22392550,21310100,17558700,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,,7.37,509.52,0.00,6.90,5.99,,7.37,7.37,7.37,7.35,7.40,7.37,7.37,7.37,7.37,7.37,,7907650,3620000,2182050,1449200,,7.37,7.37,7.37,7.38,7.37,7.30,7.37,7.34,7.37,7.37
2021/04/02,42,22375250,21196950,17674750,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,,7.37,509.52,0.00,6.10,5.73,,7.37,7.37,7.37,7.36,7.38,7.37,7.37,7.33,7.37,7.37,,8012050,3825000,2226700,1493350,,7.37,7.37,7.36,7.37,7.37,7.32,7.37,7.34,7.37,7.37
2021/04/02,43,21685650,20949400,17483850,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,,7.36,508.83,0.00,7.05,6.04,,7.36,7.37,7.37,7.37,7.37,7.37,7.37,7.31,7.36,7.37,,7863950,3777550,2284150,1550800,,7.36,7.37,7.36,7.37,7.37,7.32,7.37,7.34,7.37,7.37
2021/04/02,44,22266750,20689250,17368400,6.51,7.06,7.06,7.06,6.34,6.34,6.34,6.34,6.34,6.34,,6.51,509.52,0.00,5.39,5.37,,6.51,7.06,7.05,7.06,6.35,6.34,6.34,6.32,6.33,6.35,,8047250,3731950,2286700,1553350,,6.51,7.06,7.05,7.06,6.34,6.32,6.34,6.32,6.34,6.35
2021/04/02,45,22092450,20786750,17016150,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,,5.57,509.52,0.00,5.57,5.45,,5.57,5.57,5.59,5.57,5.57,5.57,5.57,5.57,5.57,5.57,,8092500,3661150,2352450,1594100,,5.57,5.57,5.57,5.57,5.59,5.57,5.57,5.57,5.57,5.57
2021/04/02,46,21962850,20423850,17008700,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,,5.45,509.52,0.00,5.57,5.42,,5.45,5.45,5.47,5.45,5.46,5.45,5.45,5.46,5.45,5.45,,7845500,3659300,2329650,1622000,,5.45,5.45,5.45,5.46,5.46,5.45,5.46,5.45,5.45,5.45
2021/04/02,47,21367000,19917400,16593450,5.63,6.51,6.51,6.51,5.63,5.63,5.63,5.63,5.63,5.63,,5.63,509.52,0.00,5.63,5.63,,5.63,6.51,6.52,6.51,5.63,5.63,5.62,5.64,5.63,5.63,,7331600,3538800,2273000,1605400,,5.63,6.51,6.50,6.51,5.63,5.62,5.64,5.62,5.63,5.63
2021/04/02,48,19911250,19106200,16052300,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,,5.63,506.50,0.00,5.63,5.42,,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.64,5.63,5.63,,6351400,3386350,1822050,1172650,,5.63,5.63,5.63,5.63,5.63,5.62,5.64,5.62,5.63,5.63
2021/04/03,1,18797450,17374550,14341950,5.68,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,5.63,,5.68,506.30,0.00,5.68,5.68,,5.68,6.53,6.52,6.52,6.52,6.52,6.52,6.52,6.52,5.63,,7182050,3249400,1159050,759100,,5.68,6.52,6.52,6.52,6.52,6.51,6.53,6.52,6.52,5.63
2021/04/03,2,20441450,17422950,14393750,5.63,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.63,,5.63,506.51,0.00,5.63,5.63,,5.63,5.79,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.63,,8831900,3379750,1355000,871050,,5.63,5.78,5.78,5.78,5.79,5.78,5.78,5.78,5.78,5.63
2021/04/03,3,20636200,17381900,14402650,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,,5.63,506.51,0.00,5.46,5.50,,5.63,5.64,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,,9261100,3376950,1407700,923750,,5.63,5.63,5.63,5.63,5.64,5.63,5.63,5.63,5.63,5.63
2021/04/03,4,20815000,17586350,14442100,5.63,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.63,,5.63,506.51,0.00,5.46,5.46,,5.63,5.69,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.63,,9405750,3377600,1604600,1120650,,5.63,5.68,5.68,5.68,5.69,5.68,5.70,5.68,5.68,5.63
2021/04/03,5,20800900,17353450,14455000,5.68,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,5.63,,5.68,506.51,0.00,5.36,5.47,,5.68,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,5.63,,9356450,3329300,1677200,1193200,,5.68,6.02,6.02,6.02,6.02,6.01,6.02,6.02,6.02,5.63
2021/04/03,6,20963650,17477150,14440550,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,5.63,,6.02,506.79,0.00,5.63,5.68,,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,5.63,,9411250,3255600,1803750,1319650,,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,6.02,5.63
2021/04/03,7,20854250,17445550,14337500,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,,7.37,507.48,0.00,6.22,6.35,,7.37,7.36,7.39,7.37,7.36,7.36,7.36,7.36,7.36,7.36,,9270100,3031850,1910300,1426100,,7.37,7.36,7.36,7.38,7.38,7.36,7.36,7.36,7.36,7.37
2021/04/03,8,20824650,17284300,14295050,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,,6.73,506.51,0.00,5.70,6.04,,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,,8972500,2757550,1963500,1479250,,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73,6.73
2021/04/03,9,20737000,17129350,14045450,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,,6.61,507.28,0.00,6.35,6.35,,6.61,6.60,6.69,6.61,6.60,6.60,6.60,6.60,6.60,6.60,,8882450,2507500,1977900,1493600,,6.61,6.60,6.60,6.61,6.65,6.60,6.62,6.60,6.60,6.61
2021/04/03,10,20387300,16881400,13772800,6.81,6.81,6.81,6.81,6.81,6.81,6.81,6.81,6.81,6.81,,6.82,507.25,0.00,6.05,6.05,,6.82,6.81,6.90,6.82,6.81,6.81,6.81,6.81,6.81,6.81,,8647600,2256950,1964550,1480150,,6.82,6.81,6.81,6.83,6.84,6.81,6.85,6.81,6.81,6.82
2021/04/03,11,20471550,16713450,13664500,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,,7.37,507.20,0.00,6.52,6.52,,7.37,7.36,7.42,7.36,7.36,7.36,7.36,7.36,7.36,7.35,,8728850,2016200,2008000,1523650,,7.37,7.36,7.36,7.36,7.37,7.36,7.40,7.36,7.36,7.35
2021/04/03,12,20792700,16529550,13427200,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,,7.36,506.51,0.00,5.40,5.42,,7.36,7.36,7.39,7.37,7.36,7.36,7.36,7.36,7.36,7.34,,9005900,1815750,1898700,1414450,,7.36,7.36,7.36,7.36,7.37,7.36,7.40,7.36,7.36,7.35
2021/04/03,13,21060900,16373150,12897050,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,5.63,,6.14,506.51,0.00,5.37,5.37,,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,5.63,,8992150,1539000,1754050,1170000,,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,5.63
2021/04/03,14,21893700,16399700,12936550,5.63,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.63,,5.63,506.51,0.00,5.11,5.11,,5.63,5.73,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.63,,9341900,1518750,1695450,1011850,,5.63,5.72,5.72,5.72,5.73,5.72,5.72,5.72,5.72,5.63
2021/04/03,15,23123550,16424300,12931900,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,,5.37,506.51,0.00,5.13,4.92,,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,,9863100,1463950,1516800,833550,,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37
2021/04/03,16,24224950,16720800,13423100,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,,5.28,506.51,0.00,4.89,4.66,,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.29,,10266450,1499950,1398700,808400,,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.29,5.28,5.28
2021/04/03,17,25001600,16954750,13900400,5.11,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,,5.11,506.51,0.00,4.66,4.40,,5.11,5.04,5.05,5.04,5.03,5.04,5.04,5.04,5.04,5.05,,10169600,1565200,1251500,799500,,5.11,5.04,5.04,5.04,5.04,5.04,5.02,5.04,5.04,5.05
2021/04/03,18,25984050,16931500,14272300,5.04,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,,5.04,506.79,0.00,4.19,4.09,,5.04,5.04,5.04,5.03,5.02,5.03,5.03,5.03,5.03,5.03,,10843700,1571000,1242850,932850,,5.04,5.03,5.03,5.03,5.03,5.03,5.01,5.04,5.03,5.03
2021/04/03,19,27003500,15977900,14166450,4.76,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,,4.76,506.78,0.00,4.09,4.09,,4.76,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,,11526800,1572700,1559050,1119050,,4.76,4.66,4.66,4.66,4.66,4.66,4.65,4.66,4.66,4.67
2021/04/03,20,27678050,15892150,14480350,4.40,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,,4.37,503.78,0.00,4.06,4.01,,4.37,4.32,4.31,4.28,4.29,4.31,4.22,4.30,4.31,4.31,,11828600,1497350,1561400,1126400,,4.37,4.31,4.31,4.31,3.97,4.31,4.29,4.31,4.31,4.31
2021/04/03,21,27746700,15041550,14525450,4.10,4.10,4.10,4.10,4.10,4.10,4.10,4.10,4.10,4.10,,4.02,496.63,0.00,4.18,4.16,,4.02,4.11,4.10,4.04,4.06,4.08,3.85,4.09,4.02,4.10,,11139200,1396750,1232000,1131500,,4.02,4.10,4.10,4.10,3.30,4.10,4.10,4.10,4.10,4.10
2021/04/03,22,27766550,14782500,14737850,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.01,,2.97,501.13,0.00,3.84,3.59,,2.97,3.02,3.01,3.00,2.97,2.99,2.86,2.99,3.00,0.01,,10736800,1296450,1232050,1231550,,2.97,3.01,3.00,3.00,2.71,3.00,3.00,3.00,3.00,0.01
2021/04/03,23,29621200,14867700,14867700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.01,,0.99,501.99,0.00,4.22,4.21,,0.99,1.03,1.01,1.00,0.99,1.00,0.97,0.88,1.00,0.01,,12391650,1170750,1423750,1423750,,0.99,1.00,1.01,1.01,0.86,1.04,0.99,1.00,1.00,0.01
2021/04/03,24,30261800,14912900,14803200,1.00,3.63,3.63,3.63,0.01,0.01,0.01,0.01,0.01,0.01,,0.98,496.92,0.00,4.16,4.02,,0.98,3.63,3.63,3.63,0.01,0.01,0.02,0.03,0.01,0.01,,12838400,1118850,1421700,1421700,,0.98,3.63,3.63,3.63,0.01,0.01,0.03,0.01,0.01,0.01
2021/04/03,25,32166450,14564000,14541250,0.01,3.00,3.00,3.00,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,507.06,0.00,2.63,1.00,,0.01,3.00,3.00,3.00,0.01,0.01,0.01,0.01,0.01,0.01,,14244950,1068900,1378850,1378850,,0.01,3.00,3.00,3.00,0.01,0.01,0.01,0.01,0.01,0.01
2021/04/03,26,32621950,14444000,14369100,0.01,3.63,3.63,3.63,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,507.06,0.00,3.63,1.00,,0.01,3.63,3.63,3.63,0.01,0.01,0.01,0.01,0.01,0.01,,14641300,1069150,1346950,1346950,,0.01,3.63,3.63,3.63,0.01,0.01,0.01,0.01,0.01,0.01
2021/04/03,27,32318900,14517550,14425800,0.01,3.63,3.63,3.63,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,507.06,0.00,4.10,3.91,,0.01,3.63,3.63,3.63,0.01,0.01,0.01,0.01,0.01,0.01,,14638400,1068700,1344950,1344450,,0.01,3.63,3.63,3.63,0.01,0.01,0.01,0.01,0.01,0.01
2021/04/03,28,31626550,14258550,14258050,0.01,1.00,1.00,1.00,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1014.12,0.00,8.50,8.52,,0.02,1.02,1.00,1.00,0.01,0.01,0.01,0.01,0.01,0.01,,14331450,1068500,1265350,1264850,,0.02,1.01,1.00,1.00,0.01,0.01,0.01,0.01,0.01,0.01
2021/04/03,29,30588600,14566950,14088400,3.00,4.09,4.09,4.09,0.01,0.01,0.01,0.01,0.01,0.01,,2.97,501.99,0.00,4.17,4.36,,2.97,4.11,4.09,4.09,0.01,0.01,0.02,0.01,0.01,0.01,,14115850,1119250,1108300,1007800,,2.97,4.09,4.09,4.09,0.01,0.01,0.02,0.01,0.01,0.01
2021/04/03,30,29672950,14714050,13856350,4.09,4.09,4.09,4.09,3.88,3.88,3.88,3.88,3.88,0.01,,4.05,502.28,0.00,4.99,4.99,,4.05,4.11,4.09,4.09,3.84,3.85,3.71,3.84,3.88,0.01,,13723750,1270350,1124350,874350,,4.05,4.09,4.10,4.09,3.49,3.88,3.86,3.88,3.88,0.01
2021/04/03,31,28420300,14834250,13523050,4.66,4.81,4.81,4.81,4.61,4.61,4.61,4.61,4.61,0.01,,4.66,507.24,0.00,4.91,5.20,,4.66,4.82,4.81,4.81,4.61,4.61,4.59,4.61,4.61,0.04,,13598600,1418550,878350,733350,,4.66,4.81,4.81,4.81,4.61,4.61,4.58,4.61,4.61,0.02
